n,const_f,sum_f,prod_f,direct_poly,horners_poly,sort.bubblesort.sort,sort.quicksort.sort,sort.timsort.sort,matrix_mult
134,2.874999999735728e-07,1.6799999999927984e-05,1.6237500000126914e-05,2.0457142857096704e-05,1.6687500000056588e-05,0.0011827250000001066,0.0002138499999999599,0.00023706249999999596,8.191250000000316e-05
135,4.0000000023354687e-07,1.7612500000097064e-05,1.618750000004221e-05,2.0925000000004967e-05,1.680000000010245e-05,0.0012633375000000169,0.0002382499999999954,0.00027188750000012307,9.45875000000207e-05
136,3.250000000232234e-07,1.788749999981354e-05,1.6914285714264565e-05,2.157499999988488e-05,1.6914285714328008e-05,0.0012268500000000016,0.00021802500000006608,0.0002516750000001178,9.215000000006857e-05
137,3.7500000005241674e-07,1.7257142857131568e-05,1.6562499999983604e-05,2.1262500000174267e-05,1.7137500000097283e-05,0.0013064875000000087,0.00021686250000008123,0.0002403250000000412,0.0001302999999999166
138,3.5714285712933655e-07,1.7362499999951098e-05,1.6962499999939595e-05,2.128749999996682e-05,1.7257142857195008e-05,0.0014137874999999855,0.00023320000000004448,0.0002492750000001043,8.384999999999643e-05
139,3.2499999996771223e-07,1.737499999998615e-05,1.7087499999957068e-05,2.153999999983114e-05,1.732857142844324e-05,0.0012792374999998635,0.00022627499999988698,0.00024855000000001404,0.0007166249999999708
140,3.666666666587067e-07,1.72500000000797e-05,1.6750000000065324e-05,2.1350000000086578e-05,1.7437499999939376e-05,0.0013946749999998453,0.00022554999999990777,0.00026260000000005723,9.44250000000646e-05
141,3.2499999996771223e-07,1.741249999998029e-05,1.693750000003602e-05,2.1728571428664928e-05,1.7624999999910074e-05,0.0014898374999999797,0.000257475000000007,0.000286757142857181,9.87499999999808e-05
142,3.5000000003782006e-07,1.827500000001203e-05,1.8042857142892238e-05,2.3887500000097095e-05,2.0037500000069652e-05,0.0015185124999999577,0.000230000000000119,0.00025335000000009655,0.00010489999999996336
143,5.750000000581679e-07,1.7387500000021205e-05,1.6950000000015564e-05,2.2285714285720714e-05,1.7687500000085343e-05,0.0013585875000000636,0.00022678749999999193,0.0002536374999999591,9.152500000003672e-05
144,3.0000000006413785e-07,1.740000000000868e-05,1.695714285711501e-05,2.187499999994902e-05,1.791250000005018e-05,0.0014085250000000493,0.00022928750000006382,0.0002691874999999899,0.000101337499999965
145,3.7500000016343904e-07,1.8687500000003077e-05,1.751250000009419e-05,2.207142857159537e-05,1.7975000000058916e-05,0.0013807499999998751,0.00023348749999990703,0.0002604624999998917,0.00010757499999985987
146,3.7999999999982494e-07,1.9725000000025972e-05,1.7400000000000748e-05,2.266249999999248e-05,1.8537499999971008e-05,0.0014305624999999544,0.00024262500000005183,0.00026226250000005447,8.82375000000879e-05
147,3.000000000086267e-07,1.7500000000059135e-05,1.7349999999916044e-05,2.2250000000056946e-05,1.8171428571570454e-05,0.0014274499999998858,0.00023810000000001885,0.00026364999999989314,9.388750000000057e-05
148,3.4285714286700196e-07,1.8037500000067652e-05,1.7300000000053384e-05,2.2614285714135057e-05,1.8224999999982838e-05,0.0015075875000000183,0.0002356625000000112,0.00028172500000001044,9.867499999999252e-05
149,3.0000000006413785e-07,1.771250000004443e-05,1.7124999999951207e-05,2.2625000000109363e-05,1.8337499999965257e-05,0.00148123750000001,0.00023656249999998158,0.0002713749999999626,9.826249999989045e-05
150,3.250000000232234e-07,1.7887499999980072e-05,1.7100000000103144e-05,2.2799999999989495e-05,1.8487500000108348e-05,0.0015992874999999351,0.000277875000000094,0.0002898250000000213,0.00010162500000004959
151,3.2499999996771223e-07,1.779999999998846e-05,1.725000000002419e-05,2.3112500000033176e-05,1.8457142857134352e-05,0.0014846374999998857,0.00023945000000008543,0.0002736000000000405,0.00014154999999993478
152,3.4285714286700196e-07,1.75714285714739e-05,1.712500000006223e-05,2.2987500000015704e-05,1.8716666666751536e-05,0.0015200875000000447,0.00024358750000003093,0.00028906249999999245,0.00013239999999997698
153,3.3333333345394084e-07,1.8000000000018e-05,1.7474999999989027e-05,2.30125000000303e-05,1.9162499999947347e-05,0.001667125000000047,0.0002441125000000044,0.00027884999999994164,0.00010935000000000805
154,3.3750000000276614e-07,2.1549999999925795e-05,2.1100000000051633e-05,2.3571428571551272e-05,2.222500000004235e-05,0.0016674749999999738,0.00024284999999990564,0.00028340000000004473,0.00010891250000011343
155,3.1428571427889143e-07,2.1462500000180018e-05,2.0828571428615256e-05,2.3374999999992152e-05,2.2433333333256773e-05,0.0016002500000001363,0.0002491624999999553,0.00028285000000005667,0.0001341875000000492
156,5.125000000494317e-07,2.9012499999869767e-05,2.037500000007242e-05,2.3912499999889647e-05,2.182500000008636e-05,0.0016083874999999193,0.00025237499999997137,0.0002971625000000033,0.00010632500000001821
157,3.2499999996771223e-07,2.1225000000013594e-05,2.038571428584847e-05,2.3699999999912285e-05,2.197500000017394e-05,0.0016770624999999373,0.0002483500000000083,0.0002900875000000913,0.0001090375000000754
158,3.3750000000276614e-07,2.1242857142857374e-05,2.0662499999768436e-05,2.372499999997446e-05,2.2014285714292265e-05,0.0016653249999999398,0.0002568875000000248,0.00030026250000003696,0.00012428749999993105
159,3.3750000000276614e-07,2.2599999999928233e-05,2.199999999996649e-05,2.5537500000005764e-05,2.477500000003241e-05,0.001738462499999871,0.00025465000000013394,0.00029118750000006743,0.00011037499999999589
160,4.0000000023354687e-07,2.1312500000036927e-05,2.1857142857152822e-05,2.5257142857107846e-05,2.2524999999884443e-05,0.0016949250000000138,0.00025642499999994905,0.00030799999999997496,0.00011338749999995068
161,3.666666666587067e-07,2.148571428569771e-05,2.092857142857848e-05,2.4475000000023783e-05,2.344999999998043e-05,0.001762724999999965,0.0002629125000000454,0.00029866249999999095,0.00010521428571433742
162,3.0000000006413785e-07,1.838571428582268e-05,1.8087500000041334e-05,2.473750000003827e-05,1.984999999987691e-05,0.0017185249999999708,0.000261200000000017,0.00030113750000004824,0.00010572499999994545
163,2.9999999995311555e-07,1.88428571428518e-05,1.8049999999936173e-05,2.491428571436773e-05,1.994999999999081e-05,0.0017550749999999948,0.0002695750000000774,0.0003039874999998804,0.00010803750000004664
164,3.125000000436806e-07,1.861666666669315e-05,1.7812500000102816e-05,2.490000000004195e-05,2.0462499999818196e-05,0.0017729374999999603,0.00026317499999989336,0.0003167874999999709,0.00012465000000005944
165,3.3749999989174384e-07,1.837500000007042e-05,1.7987499999927437e-05,2.5037500000046897e-05,2.0357142857070037e-05,0.0017793249999999983,0.0002652000000000765,0.00030479999999993845,0.00013172499999991594
166,3.37499999947255e-07,1.8437500000134666e-05,1.814999999999456e-05,2.4950000000079076e-05,2.0262499999923467e-05,0.0017977499999999313,0.0002688750000001128,0.00031828750000012507,0.00011605000000003418
167,3.1250000009919177e-07,1.8362499999979853e-05,1.7962500000023862e-05,2.5112499999979665e-05,2.0342857142807702e-05,0.0018679875000000568,0.0002830000000000332,0.0003713749999999516,0.00015281250000004354
168,3.666666666587067e-07,1.897499999997665e-05,1.851249999995641e-05,2.524999999992117e-05,2.0874999999975774e-05,0.001995037499999963,0.00030399999999991545,0.0003772874999999898,0.00016741249999996377
169,3.124999999326583e-07,1.912857142847914e-05,1.8466666666790605e-05,2.5971428571556843e-05,2.1100000000051633e-05,0.0019343875000000232,0.00031288749999985876,0.0003612875000000848,0.00013164999999992766
170,2.9999999995311555e-07,2.1514285714349262e-05,2.1185714285998358e-05,2.9249999999869658e-05,2.3450000000035942e-05,0.0019175875000000397,0.0003033999999998427,0.00036103750000004986,0.00012872499999971865
171,4.0000000023354687e-07,2.300000000021729e-05,2.1500000000007624e-05,2.8999999999945736e-05,2.4387500000222495e-05,0.0019121374999998553,0.000278675000000006,0.00032625000000019444,0.000125325000000287
172,3.33333333379926e-07,2.2987500000071215e-05,2.1624999999914074e-05,3.1712499999891897e-05,2.37749999997261e-05,0.0021372749999999385,0.00031933749999990546,0.000390412499999937,0.00014512500000007922
173,3.7500000016343904e-07,2.3371428571371056e-05,2.3325000000240514e-05,3.458571428589201e-05,2.7399999999788704e-05,0.0020382624999998322,0.0002786999999999651,0.0004234124999998867,0.0001403249999999412
174,3.0000000006413785e-07,1.896250000010813e-05,1.84250000000441e-05,2.6228571428532632e-05,2.3925000000035723e-05,0.0019892750000001236,0.0003014750000001065,0.00037746250000014747,0.00014750000000018915
175,3.4285714293044324e-07,1.991250000010769e-05,2.0087499999932312e-05,2.9350000000039067e-05,2.7925000000150746e-05,0.0021101374999999978,0.0002889749999998026,0.0003308999999998008,0.00013123750000010315
176,3.285714283509021e-07,1.998750000009597e-05,1.8562500000096627e-05,2.7628571428652193e-05,2.527500000015781e-05,0.0020301250000001048,0.00028113750000002824,0.0003404125000000535,0.00013338749999991517
177,5.000000005139782e-07,1.8974999999810116e-05,1.86875000001141e-05,2.6762499999999356e-05,2.4700000000210665e-05,0.002117425000000117,0.0002864999999997453,0.0003414875000001816,0.0001389124999999769
178,3.249999999122011e-07,1.9775000000166187e-05,1.9074999999979525e-05,2.7349999999870533e-05,2.2471428571131063e-05,0.0022588999999999526,0.000290137500000176,0.00033536249999999157,0.0001368500000000772
179,3.500000005374204e-07,2.026250000009e-05,1.9283333333230956e-05,2.688750000012785e-05,2.2371428571485046e-05,0.0021463875000000687,0.000334412499999992,0.0003865875000002017,0.00018790000000024065
180,3.375000000582773e-07,1.9300000000166406e-05,1.8828571428589464e-05,2.686249999994672e-05,2.169999999982305e-05,0.0022610624999999107,0.00029837499999985084,0.0003510374999997623,0.00014767499999990275
181,3.1249999998816946e-07,1.9562500000125382e-05,1.874999999984528e-05,2.7450000000261987e-05,2.229999999998305e-05,0.002393962499999902,0.00033802499999990854,0.0003743625000000028,0.00014553750000001475
182,3.500000000933312e-07,1.9824999999973336e-05,1.9349999999973555e-05,2.732500000002247e-05,2.2937499999819977e-05,0.0021602124999999806,0.000301074999999984,0.0003544875000001113,0.00014734999999999054
183,4.250000000816101e-07,2.0012500000055056e-05,1.9375000000043663e-05,2.725000000003419e-05,2.2740000000176507e-05,0.002209987499999899,0.0002972374999999916,0.0003499749999997803,0.00015142499999998282
184,3.9999999978945766e-07,1.987142857157969e-05,1.905000000002044e-05,2.7587499999981446e-05,2.2712499999744118e-05,0.0022570625000001288,0.00030225000000017044,0.00037762500000004806,0.00014653749999993249
185,4.0000000023354687e-07,1.9337500000160546e-05,1.884285714278836e-05,2.7937500000074778e-05,2.331428571432172e-05,0.0022861125000001037,0.00029711249999997413,0.0003585375000000335,0.00015098749999986616
186,3.375000000582773e-07,1.9762499999798067e-05,1.897142857121281e-05,2.7687500000150855e-05,2.508750000007609e-05,0.00227176249999983,0.0003004250000001596,0.0003603374999998632,0.00015595000000012682
187,4.0000000023354687e-07,1.9362499999897587e-05,1.9112500000084687e-05,3.0075000000073793e-05,2.5899999999912104e-05,0.0024517124999999806,0.0003055374999998417,0.00036853749999987695,0.00014959999999997198
188,3.250000000232234e-07,1.9737500000172048e-05,1.900000000021329e-05,2.8285714286115293e-05,2.7075000000098548e-05,0.002354712499999856,0.00030628749999994653,0.0003689375000001105,0.00015163750000002363
189,3.1250000009919177e-07,1.9742857142647707e-05,1.918749999985092e-05,2.8074999999794237e-05,2.6075000000180815e-05,0.0023439124999997674,0.00030709999999989357,0.0003676375000000176,0.0001521999999998247
190,3.1249999998816946e-07,1.9837499999897368e-05,1.9524999999798176e-05,2.8237500000027893e-05,2.635714285721085e-05,0.0026921250000002672,0.00035487500000008776,0.000405875,0.0001565625000000681
191,3.1428571427889143e-07,2.1387500000136228e-05,2.5774999999894632e-05,6.217499999983112e-05,5.096249999991809e-05,0.0032189499999999427,0.0003644625000001067,0.00042250000000021437,0.00017333749999992598
192,3.7500000016343904e-07,2.1212499999756496e-05,2.1137500000212306e-05,2.941428571417199e-05,2.70142857142933e-05,0.0027316625000000094,0.00034117499999997136,0.000388537500000119,0.00043397499999986433
193,3.2857142873155e-07,1.9762500000131134e-05,1.9150000000078826e-05,2.8587500000010202e-05,2.6450000000307245e-05,0.002488637499999835,0.0003122624999998269,0.0003758750000001365,0.00014089999999988834
194,3.37499999947255e-07,2.067142857141237e-05,2.120000000005451e-05,2.8700000000214665e-05,2.4142857142932833e-05,0.0025007500000000515,0.00031887499999994073,0.00038325000000005716,0.00020457499999992912
195,4.0000000001150227e-07,2.096250000016564e-05,2.0462499999873707e-05,2.9425000000138368e-05,2.4042857142779284e-05,0.002485112499999942,0.0003162500000000179,0.0004096375000001151,0.00018038750000015646
196,4.3333333306823835e-07,2.377499999983712e-05,2.5412500000210336e-05,3.3349999999932045e-05,2.7787499999987197e-05,0.002662249999999977,0.00032185000000017894,0.0003934374999998713,0.0005667125000000661
197,3.1249999998816946e-07,2.1037500000042897e-05,2.2828571428641048e-05,2.932499999996896e-05,2.4824999999784048e-05,0.0026162499999999866,0.00031660000000011124,0.0003848624999999162,0.00015691250000005041
198,3.1428571427889143e-07,2.0712500000130696e-05,2.1774999999890632e-05,2.9212500000097563e-05,2.4583333333586903e-05,0.002618775000000184,0.0003222750000001495,0.0003873249999999384,0.00017417500000038721
199,3.1428571427889143e-07,2.0228571428582143e-05,2.1124999999844185e-05,2.9571428571628644e-05,2.3674999999778734e-05,0.002589387500000262,0.000326137500000101,0.0003886375000001774,0.00016265000000026397
200,3.1250000009919177e-07,2.0062499999973227e-05,2.3850000000158467e-05,2.9824999999816804e-05,2.3974999999953894e-05,0.0026572875000001606,0.00033738749999989714,0.0004608749999999162,0.000189600000000123
201,3.499999999823089e-07,2.065000000017747e-05,2.422499999998884e-05,3.065000000002094e-05,2.4742857142712182e-05,0.002685112500000142,0.0003271374999999077,0.0004161750000000186,0.00017892500000016298
202,3.714285717088777e-07,2.1350000000031066e-05,2.416250000025766e-05,3.0137500000027018e-05,2.4257142857285275e-05,0.002687824999999644,0.00037997499999997686,0.0004021625000001361,0.0001925875000000632
203,3.9999999934536845e-07,2.0349999999669244e-05,2.3199999999842396e-05,3.06125000000268e-05,2.4262499999760934e-05,0.0027143750000000466,0.0003336374999999281,0.000403475000000042,0.00017297499999990862
204,3.2857142847778474e-07,2.143750000016542e-05,2.355999999981151e-05,3.068750000001508e-05,2.448750000016986e-05,0.0027823500000000445,0.00033981249999992524,0.00042154999999999276,0.000268549999999812
205,4.7499999999978115e-07,2.0685714285738144e-05,2.3587499999977446e-05,3.0675000000091046e-05,2.4685714285789728e-05,0.002840137500000006,0.0003364500000001547,0.0004070285714285709,0.0001947249999999512
206,3.7500000016343904e-07,2.1262500000229778e-05,2.3912500000222714e-05,3.208749999994431e-05,2.633750000002877e-05,0.003150000000000097,0.00033745000000029446,0.00041407500000001374,0.00017891250000012793
207,3.600000006542814e-07,2.106249999989096e-05,2.351250000010019e-05,3.072500000012024e-05,2.5799999999853718e-05,0.003043312500000117,0.00034193750000011125,0.00041269999999982154,0.00017911250000002266
208,3.250000000232234e-07,2.263749999986686e-05,2.3612500000047554e-05,3.0837499999991635e-05,2.493749999998851e-05,0.002960612500000015,0.0003405625000000301,0.0004256875000000493,0.00019783750000024192
209,3.4999999991569554e-07,2.066249999999048e-05,2.30250000002874e-05,3.0849999999804645e-05,2.5316666666608256e-05,0.0031500500000002374,0.0003371874999998914,0.00041357500000005487,0.0005446999999999536
210,3.999999999374874e-07,2.136250000006612e-05,2.681250000002855e-05,3.1200000000009e-05,2.5799999999853718e-05,0.0029388624999999724,0.0003435874999998534,0.00041983749999996434,0.00018762499999991356
211,3.250000001342457e-07,2.1287500000188864e-05,2.4262499999871956e-05,3.1357142857148445e-05,2.593750000012829e-05,0.002966512500000129,0.00035226249999997794,0.0004231375000000037,0.00019492499999995694
212,4.999999996257998e-07,2.0983333333409366e-05,2.328750000002433e-05,3.143750000011991e-05,2.5312499999929905e-05,0.002981375000000175,0.00035837500000002187,0.00043901250000000225,0.00020998750000011945
213,3.666666671027959e-07,2.0825000000002092e-05,2.3150000000082827e-05,3.15874999997634e-05,2.5287500000081842e-05,0.0029770374999998905,0.00034997500000000237,0.00042921250000016453,0.0002993625000000666
214,3.500000005374204e-07,2.1837499999732835e-05,2.4400000000035504e-05,3.1899999999973616e-05,2.6262499999818445e-05,0.003390537500000179,0.0004060875000000408,0.00047935000000021155,0.00021746249999987644
215,3.1249999998816946e-07,2.225000000007545e-05,2.4600000000041256e-05,3.179999999991523e-05,2.6237499999970382e-05,0.0031120125000000387,0.0003491624999999443,0.00043043749999982506,0.0007361750000001166
216,3.1250000009919177e-07,2.1737500000007515e-05,2.3250000000252236e-05,3.231249999990915e-05,2.57624999999706e-05,0.0032490500000000866,0.00035807499999995773,0.0004609249999998344,0.00020983750000003187
217,3.250000000232234e-07,2.104999999996693e-05,2.346250000029304e-05,3.206250000020727e-05,2.577499999978361e-05,0.0031170500000001766,0.00037165000000005666,0.00046182499999980475,0.0002143250000000707
218,3.1249999998816946e-07,2.1249999999861657e-05,2.416666666693601e-05,3.259999999968447e-05,2.6712499999970163e-05,0.0033245625000001278,0.00035213749999996047,0.0004465750000000046,0.00021492500000008796
219,3.250000001342457e-07,2.1062500000113005e-05,2.3312499999872394e-05,3.242499999989157e-05,2.596249999986533e-05,0.0031906375000000375,0.00035577500000005813,0.0004544625000000302,0.00025162499999986654
